CONTENT ID	CONTENT TYPE	MIRNA ID	SPECIES	EXPERIMENT ID	METHODS	Entrez GENE ID	COMMENTS
18693	mirna	hsa-miR-95-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18694	mirna	hsa-miR-629-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18695	mirna	hsa-miR-98-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18696	mirna	hsa-miR-22-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18697	mirna	hsa-miR-151a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18698	mirna	hsa-miR-181b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18699	mirna	hsa-miR-99a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18700	mirna	hsa-let-7c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18701	mirna	hsa-miR-101-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18702	mirna	hsa-miR-196b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18703	mirna	hsa-miR-28-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18704	mirna	hsa-miR-425-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18705	mirna	hsa-let-7i-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18706	mirna	hsa-miR-374a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18707	mirna	hsa-let-7d-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18708	mirna	hsa-miR-19b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18709	mirna	hsa-miR-502-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18710	mirna	hsa-miR-125b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18711	mirna	hsa-miR-30c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18712	mirna	hsa-miR-335-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18713	mirna	hsa-miR-374b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18714	mirna	hsa-miR-30b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18715	mirna	hsa-miR-335-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18716	mirna	hsa-miR-362-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18717	mirna	hsa-miR-141-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18718	mirna	hsa-miR-12136	Homo sapiens	3338	RNA sequencing		NOTFOUND
18719	mirna	hsa-miR-500a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18720	mirna	hsa-miR-200b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18721	mirna	hsa-miR-501-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18722	mirna	hsa-miR-128-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18723	mirna	hsa-miR-186-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18724	mirna	hsa-miR-12135	Homo sapiens	3338	RNA sequencing		NOTFOUND
18725	mirna	hsa-miR-375-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18726	mirna	hsa-miR-1307-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18727	mirna	hsa-miR-1260b	Homo sapiens	3338	RNA sequencing		NOTFOUND
18728	mirna	hsa-miR-28-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18729	mirna	hsa-miR-1260a	Homo sapiens	3338	RNA sequencing		NOTFOUND
18730	mirna	hsa-miR-584-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18731	mirna	hsa-miR-200a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18732	mirna	hsa-miR-92b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18733	mirna	hsa-miR-106b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18734	mirna	hsa-miR-188-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18735	mirna	hsa-miR-107	Homo sapiens	3338	RNA sequencing		NOTFOUND
18736	mirna	hsa-miR-215-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18737	mirna	hsa-miR-15a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18738	mirna	hsa-miR-130b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18739	mirna	hsa-miR-193a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18740	mirna	hsa-miR-148b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18741	mirna	hsa-miR-16-2-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18742	mirna	hsa-miR-142-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18743	mirna	hsa-miR-125a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18744	mirna	hsa-miR-532-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18745	mirna	hsa-miR-29b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18746	mirna	hsa-let-7e-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18747	mirna	hsa-miR-135b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18748	mirna	hsa-miR-194-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18749	mirna	hsa-miR-99b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18750	mirna	hsa-miR-452-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18751	mirna	hsa-miR-18a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18752	mirna	hsa-let-7a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18753	mirna	hsa-miR-500a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18754	mirna	hsa-miR-296-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18755	mirna	hsa-miR-505-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18756	mirna	hsa-miR-4485-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18757	mirna	hsa-miR-362-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18758	mirna	hsa-miR-142-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18759	mirna	hsa-miR-320e	Homo sapiens	3338	RNA sequencing		NOTFOUND
18760	mirna	hsa-miR-181a-2-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18761	mirna	hsa-miR-338-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18762	mirna	hsa-miR-190a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18763	mirna	hsa-miR-374a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18764	mirna	hsa-miR-19a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18765	mirna	hsa-miR-1307-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18766	mirna	hsa-miR-7977	Homo sapiens	3338	RNA sequencing		NOTFOUND
18767	mirna	hsa-miR-140-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18768	mirna	hsa-miR-589-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18769	mirna	hsa-miR-345-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18770	mirna	hsa-miR-361-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18771	mirna	hsa-miR-92a-1-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18772	mirna	hsa-miR-146b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18773	mirna	hsa-miR-193b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18774	mirna	hsa-miR-185-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18775	mirna	hsa-miR-454-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18776	mirna	hsa-miR-421	Homo sapiens	3338	RNA sequencing		NOTFOUND
18777	mirna	hsa-miR-21-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18778	mirna	hsa-miR-15b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18779	mirna	hsa-miR-7-1-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18780	mirna	hsa-miR-30e-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18781	mirna	hsa-miR-592	Homo sapiens	3338	RNA sequencing		NOTFOUND
18782	mirna	hsa-miR-501-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18783	mirna	hsa-miR-625-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18784	mirna	hsa-miR-769-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18785	mirna	hsa-miR-339-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18786	mirna	hsa-miR-96-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18787	mirna	hsa-miR-3613-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18788	mirna	hsa-miR-365a-3p;hsa-miR-365b-3	Homo sapiens	3338	RNA sequencing		NOTFOUND
18789	mirna	hsa-miR-552-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18790	mirna	hsa-miR-192-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18791	mirna	hsa-miR-17-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18792	mirna	hsa-miR-3180-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18793	mirna	hsa-miR-1180-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18794	mirna	hsa-miR-148a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18795	mirna	hsa-miR-552-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18796	mirna	hsa-miR-29c-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18797	mirna	hsa-miR-425-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18798	mirna	hsa-miR-378c	Homo sapiens	3338	RNA sequencing		NOTFOUND
18799	mirna	hsa-miR-221-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18800	mirna	hsa-miR-197-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18801	mirna	hsa-miR-671-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18802	mirna	hsa-miR-29b-1-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18803	mirna	hsa-miR-10b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18804	mirna	hsa-miR-652-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18805	mirna	hsa-miR-210-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18806	mirna	hsa-let-7b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18807	mirna	hsa-miR-486-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18808	mirna	hsa-miR-34a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18809	mirna	hsa-miR-4466	Homo sapiens	3338	RNA sequencing		NOTFOUND
18810	mirna	hsa-miR-590-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18811	mirna	hsa-miR-132-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18812	mirna	hsa-miR-27b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18813	mirna	hsa-miR-155-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18814	mirna	hsa-miR-150-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18815	mirna	hsa-miR-32-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18816	mirna	hsa-miR-331-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18817	mirna	hsa-miR-1301-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18818	mirna	hsa-miR-3679-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18819	mirna	hsa-miR-339-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18820	mirna	hsa-miR-32-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18821	mirna	hsa-miR-181d-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18822	mirna	hsa-miR-25-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18823	mirna	hsa-miR-125b-2-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18824	mirna	hsa-miR-93-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18825	mirna	hsa-miR-3180	Homo sapiens	3338	RNA sequencing		NOTFOUND
18826	mirna	hsa-miR-4443	Homo sapiens	3338	RNA sequencing		NOTFOUND
18827	mirna	hsa-miR-502-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18828	mirna	hsa-miR-296-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18829	mirna	hsa-miR-324-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18830	mirna	hsa-miR-574-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18831	mirna	hsa-miR-2355-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18832	mirna	hsa-miR-549a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18833	mirna	hsa-miR-767-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18834	mirna	hsa-miR-331-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18835	mirna	hsa-miR-22-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18836	mirna	hsa-miR-942-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18837	mirna	hsa-miR-106a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18838	mirna	hsa-miR-744-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18839	mirna	hsa-miR-181c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18840	mirna	hsa-miR-181a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18841	mirna	hsa-miR-4636	Homo sapiens	3338	RNA sequencing		NOTFOUND
18842	mirna	hsa-miR-378d	Homo sapiens	3338	RNA sequencing		NOTFOUND
18843	mirna	hsa-miR-1268b	Homo sapiens	3338	RNA sequencing		NOTFOUND
18844	mirna	hsa-miR-374b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18845	mirna	hsa-miR-224-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18846	mirna	hsa-miR-1261	Homo sapiens	3338	RNA sequencing		NOTFOUND
18847	mirna	hsa-miR-338-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18848	mirna	hsa-miR-1268a	Homo sapiens	3338	RNA sequencing		NOTFOUND
18849	mirna	hsa-miR-146a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18850	mirna	hsa-miR-330-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18851	mirna	hsa-miR-326	Homo sapiens	3338	RNA sequencing		NOTFOUND
18852	mirna	hsa-miR-27a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18853	mirna	hsa-miR-23a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18854	mirna	hsa-miR-105-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18855	mirna	hsa-miR-941	Homo sapiens	3338	RNA sequencing		NOTFOUND
18856	mirna	hsa-miR-3615	Homo sapiens	3338	RNA sequencing		NOTFOUND
18857	mirna	hsa-miR-340-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18858	mirna	hsa-miR-378a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18859	mirna	hsa-miR-152-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18860	mirna	hsa-miR-151b	Homo sapiens	3338	RNA sequencing		NOTFOUND
18861	mirna	hsa-miR-18a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18862	mirna	hsa-miR-1275	Homo sapiens	3338	RNA sequencing		NOTFOUND
18863	mirna	hsa-miR-183-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18864	mirna	hsa-miR-374c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18865	mirna	hsa-miR-576-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18866	mirna	hsa-miR-548x-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18867	mirna	hsa-miR-193b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18868	mirna	hsa-miR-877-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18869	mirna	hsa-miR-1304-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18870	mirna	hsa-miR-4488	Homo sapiens	3338	RNA sequencing		NOTFOUND
18871	mirna	hsa-miR-141-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18872	mirna	hsa-miR-574-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18873	mirna	hsa-miR-23b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18874	mirna	hsa-miR-1303	Homo sapiens	3338	RNA sequencing		NOTFOUND
18875	mirna	hsa-miR-191-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18876	mirna	hsa-miR-576-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18877	mirna	hsa-miR-940	Homo sapiens	3338	RNA sequencing		NOTFOUND
18878	mirna	hsa-miR-671-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18879	mirna	hsa-let-7f-1-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18880	mirna	hsa-miR-1291	Homo sapiens	3338	RNA sequencing		NOTFOUND
18881	mirna	hsa-miR-660-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18882	mirna	hsa-miR-1296-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18883	mirna	hsa-miR-549a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18884	mirna	hsa-miR-203b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18885	mirna	hsa-miR-29a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18886	mirna	hsa-miR-1248	Homo sapiens	3338	RNA sequencing		NOTFOUND
18887	mirna	hsa-miR-324-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18888	mirna	hsa-miR-582-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18889	mirna	hsa-miR-664a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18890	mirna	hsa-miR-24-2-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18891	mirna	hsa-miR-577	Homo sapiens	3338	RNA sequencing		NOTFOUND
18892	mirna	hsa-miR-328-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18893	mirna	hsa-miR-4429	Homo sapiens	3338	RNA sequencing		NOTFOUND
18894	mirna	hsa-miR-548k	Homo sapiens	3338	RNA sequencing		NOTFOUND
18895	mirna	hsa-miR-499a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18896	mirna	hsa-miR-641	Homo sapiens	3338	RNA sequencing		NOTFOUND
18897	mirna	hsa-miR-149-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18898	mirna	hsa-miR-1290	Homo sapiens	3338	RNA sequencing		NOTFOUND
18899	mirna	hsa-miR-99b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18900	mirna	hsa-miR-651-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18901	mirna	hsa-miR-20a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18902	mirna	hsa-miR-451a	Homo sapiens	3338	RNA sequencing		NOTFOUND
18903	mirna	hsa-miR-98-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18904	mirna	hsa-miR-2110	Homo sapiens	3338	RNA sequencing		NOTFOUND
18905	mirna	hsa-miR-627-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18906	mirna	hsa-miR-4497	Homo sapiens	3338	RNA sequencing		NOTFOUND
18907	mirna	hsa-miR-30a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18908	mirna	hsa-miR-3173-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18909	mirna	hsa-miR-26b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18910	mirna	hsa-miR-132-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18911	mirna	hsa-miR-642a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18912	mirna	hsa-miR-33a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18913	mirna	hsa-miR-135b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18914	mirna	hsa-miR-181c-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18915	mirna	hsa-miR-33b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18916	mirna	hsa-miR-9-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18917	mirna	hsa-miR-483-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18918	mirna	hsa-miR-3182	Homo sapiens	3338	RNA sequencing		NOTFOUND
18919	mirna	hsa-miR-222-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18920	mirna	hsa-miR-1271-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18921	mirna	hsa-miR-195-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18922	mirna	hsa-miR-598-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18923	mirna	hsa-miR-652-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18924	mirna	hsa-miR-9985	Homo sapiens	3338	RNA sequencing		NOTFOUND
18925	mirna	hsa-miR-548e-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18926	mirna	hsa-miR-500b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18927	mirna	hsa-miR-675-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18928	mirna	hsa-miR-26a-2-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18929	mirna	hsa-miR-126-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18930	mirna	hsa-miR-4708-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18931	mirna	hsa-miR-3180-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18932	mirna	hsa-miR-550a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18933	mirna	hsa-miR-556-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18934	mirna	hsa-miR-10395-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18935	mirna	hsa-miR-140-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18936	mirna	hsa-miR-150-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18937	mirna	hsa-miR-760	Homo sapiens	3338	RNA sequencing		NOTFOUND
18938	mirna	hsa-miR-874-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18939	mirna	hsa-miR-196b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18940	mirna	hsa-miR-196a-1-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18941	mirna	hsa-miR-125a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18942	mirna	hsa-miR-4516	Homo sapiens	3338	RNA sequencing		NOTFOUND
18943	mirna	hsa-miR-200c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18944	mirna	hsa-miR-3131	Homo sapiens	3338	RNA sequencing		NOTFOUND
18945	mirna	hsa-miR-548o-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18946	mirna	hsa-let-7c-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18947	mirna	hsa-miR-9-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18948	mirna	hsa-miR-26a-1-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18949	mirna	hsa-miR-1292-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18950	mirna	hsa-let-7g-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18951	mirna	hsa-miR-301a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18952	mirna	hsa-miR-561-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18953	mirna	hsa-miR-7704	Homo sapiens	3338	RNA sequencing		NOTFOUND
18954	mirna	hsa-miR-7706	Homo sapiens	3338	RNA sequencing		NOTFOUND
18955	mirna	hsa-miR-1306-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18956	mirna	hsa-let-7f-2-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18957	mirna	hsa-miR-1-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18958	mirna	hsa-miR-454-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18959	mirna	hsa-miR-6747-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18960	mirna	hsa-miR-629-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18961	mirna	hsa-miR-29c-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18962	mirna	hsa-miR-664a-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18963	mirna	hsa-miR-4791	Homo sapiens	3338	RNA sequencing		NOTFOUND
18964	mirna	hsa-miR-744-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18965	mirna	hsa-miR-3934-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18966	mirna	hsa-miR-4755-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18967	mirna	hsa-miR-3187-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18968	mirna	hsa-miR-625-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18969	mirna	hsa-miR-30b-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18970	mirna	hsa-miR-33a-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18971	mirna	hsa-miR-30d-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18972	mirna	hsa-miR-1237-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18973	mirna	hsa-miR-4473	Homo sapiens	3338	RNA sequencing		NOTFOUND
18974	mirna	hsa-miR-4284	Homo sapiens	3338	RNA sequencing		NOTFOUND
18975	mirna	hsa-miR-4286	Homo sapiens	3338	RNA sequencing		NOTFOUND
18976	mirna	hsa-miR-582-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18977	mirna	hsa-miR-4485-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18978	mirna	hsa-miR-4326	Homo sapiens	3338	RNA sequencing		NOTFOUND
18979	mirna	hsa-miR-1249-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18980	mirna	hsa-miR-3609	Homo sapiens	3338	RNA sequencing		NOTFOUND
18981	mirna	hsa-miR-182-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18982	mirna	hsa-miR-23c	Homo sapiens	3338	RNA sequencing		NOTFOUND
18983	mirna	hsa-miR-2276-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18984	mirna	hsa-miR-29b-2-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18985	mirna	hsa-miR-126-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18986	mirna	hsa-miR-378i	Homo sapiens	3338	RNA sequencing		NOTFOUND
18987	mirna	hsa-miR-579-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18988	mirna	hsa-miR-19b-1-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18989	mirna	hsa-miR-3150b-5p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18990	mirna	hsa-miR-1843	Homo sapiens	3338	RNA sequencing		NOTFOUND
18991	mirna	hsa-miR-4457	Homo sapiens	3338	RNA sequencing		NOTFOUND
18992	mirna	hsa-miR-561-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
18993	mirna	hsa-miR-4446-3p	Homo sapiens	3338	RNA sequencing		NOTFOUND
