EXPERIMENT ID	PUBMED ID	SPECIES	EXPERIMENT DESCRIPTION	SAMPLE	SAMPLE SOURCE	SAMPLE NAME	IDENTIFICATIONS	METHODS	YEAR	ISOLATION METHOD	VESICLE TYPE
1282	22345510	Rattus norvegicus	Characterization of membrane-shed microvesicles from cytokine-stimulated .-cells using proteomics strategies.	Insulinoma cells	cl	NHI 6F Tu28, cytokine-stimulated Replicate 1	Protein	Mass spectrometry	2012	Differential centrifugation|Ultracentrifugation	Exosomes
1283	22345510	Rattus norvegicus	Characterization of membrane-shed microvesicles from cytokine-stimulated .-cells using proteomics strategies.	Insulinoma cells	cl	NHI 6F Tu28, cytokine-stimulated Replicate 2	Protein	Mass spectrometry	2012	Differential centrifugation|Ultracentrifugation	Exosomes
1284	22345510	Rattus norvegicus	Characterization of membrane-shed microvesicles from cytokine-stimulated .-cells using proteomics strategies.	Insulinoma cells	cl	NHI 6F Tu28, cytokine-stimulated Replicate 3	Protein	Mass spectrometry	2012	Differential centrifugation|Ultracentrifugation	Exosomes
1285	21871517	Burkholderia pseudomallei	A naturally derived outer-membrane vesicle vaccine protects against lethal pulmonary Burkholderia pseudomallei infection.	Burkholderia pseudomallei	ts	Burkholderia pseudomallei strain 1026b	Protein	Mass spectrometry	2011	Differential centrifugation|Filtration|Ultracentrifugation|Density gradient centrifugation	Outer membrane vesicles
1286	20880880	Homo sapiens	Proinflammatory exosomes in bronchoalveolar lavage fluid of patients with sarcoidosis.	Bronchoalveolar lavage fluid	ts	BALF - Healthy	Protein	Western blotting	2010	Differential centrifugation|Filtration|Ultracentrifugation|Density gradient centrifugation	Exosomes
1287	20880880	Homo sapiens	Proinflammatory exosomes in bronchoalveolar lavage fluid of patients with sarcoidosis.	Bronchoalveolar lavage fluid	ts	BALF -  sarcoidosis	Protein	Mass spectrometry|Western blotting	2010	Differential centrifugation|Filtration|Ultracentrifugation|Density gradient centrifugation	Exosomes
1288	20399774	Mus musculus	C2C12 myoblasts release micro-vesicles containing mtDNA and proteins involved in signal transduction.	Mouse myoblast	cl	C2C12	Protein	Mass spectrometry	2010	Differential centrifugation|Filtration|Ultracentrifugation|Density gradient centrifugation	Microvesicles
1289	19912576	Homo sapiens	HIV Nef is secreted in exosomes and triggers apoptosis in bystander CD4+ T cells.	Cervical cancer cells	cl	HeLa.CIITA cells with Nef-GFP	Protein	Western blotting	2010	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1290	19912576	Homo sapiens	HIV Nef is secreted in exosomes and triggers apoptosis in bystander CD4+ T cells.	Lymphoblasts	cl	Jurkat cells with Nef-GFP	Protein	Mass spectrometry|Western blotting	2010	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1291	19912576	Homo sapiens	HIV Nef is secreted in exosomes and triggers apoptosis in bystander CD4+ T cells.	Lymphoblasts	cl	 SupT1 cells with Nef-GFP	Protein	Mass spectrometry|Western blotting	2010	Differential centrifugation|Filtration|Ultracentrifugation	Exosomes
1300	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1301	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	vps2 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1302	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	vps23 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1303	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	vps36 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1304	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	bro1 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1305	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	hse1 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1306	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	WT control for EV subtype - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1307	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	chs3 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1308	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	fks1 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1309	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	15K H2O2 - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1310	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	15K WT - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1311	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	15K YPD - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1312	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	H202 - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1313	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	YPD - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1314	0	Saccharomyces cerevisiae	Extracellular vesicles secreted by Saccharomyces cerevisiae are involved in cell wall remodelling	Saccharomyces cerevisiae	cl	yca1 KO - Saccharomyces cerevisiae	Protein	Mass spectrometry	2019	Differential centrifugation|Ultracentrifugation	Extracellular vesicles
1321	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Lipid	Mass spectrometry|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1322	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Lipid	Mass spectrometry|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1323	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Protein|Lipid|miRNA	Western blotting|Mass spectrometry|Immunofluorescence|miRNA array|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1324	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Protein|Lipid|miRNA	Western blotting|Mass spectrometry|Immunofluorescence|miRNA array|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1325	33431899	Homo sapiens	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Healthy volunteers	Protein|Lipid	Western blotting|Mass spectrometry|Immunofluorescence|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1326	33431899	Homo sapiens	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Type 2 diabetes patients	Protein|Lipid	Western blotting|Mass spectrometry|Immunofluorescence|HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1327	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Plasma	ts	Plasma - C57BL/6	Lipid	Mass spectrometry	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1328	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Plasma	ts	Plasma - C57BL/6	Lipid	Mass spectrometry	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1329	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Lipid	HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1330	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Faeces	ts	Intestinal epithelial cells - C57BL/6	Lipid	HPLC	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1331	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Colorectal cancer cells	cl	MC38	Protein	Western blotting	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1332	33431899	Mus musculus	High-fat diet-induced upregulation of exosomal phosphatidylcholine contributes to insulin resistance	Colorectal cancer cells	cl	MC38	Protein	Western blotting	2021	Differential centrifugation|Ultracentrifugation|Sucrose density gradient centrifugation	Exosomes
1333	33368224	Homo sapiens	Colorectal cancer prompted adipose tissue browning and cancer cachexia through transferring exosomal miR-146b-5p	Intestinal epithelial cells	cl	FHs 74 Int	Protein|mRNA	Western blotting|RT-PCT	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1334	33368224	Homo sapiens	Colorectal cancer prompted adipose tissue browning and cancer cachexia through transferring exosomal miR-146b-5p	Colorectal cancer cells	cl	HCT116	Protein|mRNA	Western blotting|RT-PCT	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1335	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Plasma	ts	Plasma - C57BL/6	Protein|miRNA	Western blotting|RT-PCT	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1336	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Plasma	ts	Plasma - C57BL/6	Protein|miRNA	Western blotting|RT-PCT	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1337	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	White adipose tissue	ts	Epididymal white adipose tissue - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1338	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	White adipose tissue	ts	Epididymal white adipose tissue - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1339	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Liver	ts	Liver - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1340	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Liver	ts	Liver - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1341	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Muscle	ts	Gastrocnemius muscle - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1342	33199621	Mus musculus	Delivery of muscle-derived exosomal miRNAs induced by HIIT improves insulin sensitivity through down-regulation of hepatic FoxO1 in mice	Muscle	ts	Gastrocnemius muscle - C57BL/6	miRNA	RT-PCR	2020	Differential centrifugation|Ultracentrifugation	Exosomes
1343	33159193	Rattus norvegicus	Treatment of infarcted heart tissue via the capture and local delivery of circulating exosomes through antibody-conjugated magnetic nanoparticles	Serum	ts	Serum - Sprague Dawley rats	Protein	Western blotting	2020	Differential centrifugation|Ultracentrifugation	Exosomes
