CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
1926	lipid	18:2/20:4	Mus musculus	1322	Mass spectrometry
1927	lipid	16:0/22:6	Mus musculus	1322	Mass spectrometry
1928	lipid	16:1/22:5	Mus musculus	1322	Mass spectrometry
1929	lipid	18:0/20:5	Mus musculus	1322	Mass spectrometry
1930	lipid	18:1/20:4	Mus musculus	1322	Mass spectrometry
1931	lipid	18:2/20:3	Mus musculus	1322	Mass spectrometry
1932	lipid	18:3/20:2	Mus musculus	1322	Mass spectrometry
1933	lipid	16:0/22:5	Mus musculus	1322	Mass spectrometry
1934	lipid	16:1/22:4	Mus musculus	1322	Mass spectrometry
1935	lipid	18:0/20:4	Mus musculus	1322	Mass spectrometry
1936	lipid	18:1/20:3	Mus musculus	1322	Mass spectrometry
1937	lipid	16:0/22:4	Mus musculus	1322	Mass spectrometry
1938	lipid	18:0/20:3	Mus musculus	1322	Mass spectrometry
1939	lipid	18:1/20:2	Mus musculus	1322	Mass spectrometry
1940	lipid	18:1/22:6	Mus musculus	1322	Mass spectrometry
1941	lipid	18:2/22:5	Mus musculus	1322	Mass spectrometry
1942	lipid	18:3/22:4	Mus musculus	1322	Mass spectrometry
1943	lipid	20:2/20:5	Mus musculus	1322	Mass spectrometry
1944	lipid	20:3/20:4	Mus musculus	1322	Mass spectrometry
1945	lipid	18:0/22:6	Mus musculus	1322	Mass spectrometry
1946	lipid	18:1/22:5	Mus musculus	1322	Mass spectrometry
1947	lipid	18:2/22:4	Mus musculus	1322	Mass spectrometry
1948	lipid	20:2/20:4	Mus musculus	1322	Mass spectrometry
1949	lipid	20:3/20:3	Mus musculus	1322	Mass spectrometry
1950	lipid	18:0/22:5	Mus musculus	1322	Mass spectrometry
1951	lipid	18:1/22:4	Mus musculus	1322	Mass spectrometry
1952	lipid	20:2/20:3	Mus musculus	1322	Mass spectrometry
1953	lipid	1.834722222	Mus musculus	1322	Mass spectrometry
1954	lipid	1.834027778	Mus musculus	1322	Mass spectrometry
1955	lipid	1.833333333	Mus musculus	1322	Mass spectrometry
1956	lipid	e46:3	Mus musculus	1322	Mass spectrometry
1957	lipid	e46:2	Mus musculus	1322	Mass spectrometry
1958	lipid	e46:1	Mus musculus	1322	Mass spectrometry
1959	lipid	e46:0	Mus musculus	1322	Mass spectrometry
1960	lipid	1.91875	Mus musculus	1322	Mass spectrometry
1961	lipid	1.918055556	Mus musculus	1322	Mass spectrometry
1962	lipid	1.917361111	Mus musculus	1322	Mass spectrometry
1963	lipid	1.916666667	Mus musculus	1322	Mass spectrometry
1964	lipid	e48:4	Mus musculus	1322	Mass spectrometry
1965	lipid	e48:3	Mus musculus	1322	Mass spectrometry
1966	lipid	e48:2	Mus musculus	1322	Mass spectrometry
1967	lipid	e48:1	Mus musculus	1322	Mass spectrometry
1968	lipid	e48:0	Mus musculus	1322	Mass spectrometry
1969	lipid	2.002777778	Mus musculus	1322	Mass spectrometry
1970	lipid	2.002083333	Mus musculus	1322	Mass spectrometry
1971	lipid	2.001388889	Mus musculus	1322	Mass spectrometry
1972	lipid	2.000694444	Mus musculus	1322	Mass spectrometry
1973	lipid	2	Mus musculus	1322	Mass spectrometry
1974	lipid	e50:4	Mus musculus	1322	Mass spectrometry
1975	lipid	e50:3	Mus musculus	1322	Mass spectrometry
1976	lipid	e50:2	Mus musculus	1322	Mass spectrometry
1977	lipid	e50:1	Mus musculus	1322	Mass spectrometry
1978	lipid	e50:0	Mus musculus	1322	Mass spectrometry
1979	lipid	2.086111111	Mus musculus	1322	Mass spectrometry
1980	lipid	2.085416667	Mus musculus	1322	Mass spectrometry
1981	lipid	2.084722222	Mus musculus	1322	Mass spectrometry
1982	lipid	2.084027778	Mus musculus	1322	Mass spectrometry
1983	lipid	2.083333333	Mus musculus	1322	Mass spectrometry
1984	lipid	e52:5	Mus musculus	1322	Mass spectrometry
1985	lipid	e52:4	Mus musculus	1322	Mass spectrometry
1986	lipid	e52:3	Mus musculus	1322	Mass spectrometry
1987	lipid	e52:2	Mus musculus	1322	Mass spectrometry
1988	lipid	e52:1	Mus musculus	1322	Mass spectrometry
1989	lipid	e52:0	Mus musculus	1322	Mass spectrometry
1990	lipid	2.170833333	Mus musculus	1322	Mass spectrometry
1991	lipid	2.170138889	Mus musculus	1322	Mass spectrometry
1992	lipid	2.169444444	Mus musculus	1322	Mass spectrometry
1993	lipid	2.16875	Mus musculus	1322	Mass spectrometry
1994	lipid	2.168055556	Mus musculus	1322	Mass spectrometry
1995	lipid	2.167361111	Mus musculus	1322	Mass spectrometry
1996	lipid	52:0/e54:7	Mus musculus	1322	Mass spectrometry
1997	lipid	e54:6	Mus musculus	1322	Mass spectrometry
1998	lipid	e54:5	Mus musculus	1322	Mass spectrometry
1999	lipid	e54:4	Mus musculus	1322	Mass spectrometry
2000	lipid	e54:3	Mus musculus	1322	Mass spectrometry
2001	lipid	e54:2	Mus musculus	1322	Mass spectrometry
2002	lipid	e54:1	Mus musculus	1322	Mass spectrometry
2003	lipid	54:7/e54:0	Mus musculus	1322	Mass spectrometry
2004	lipid	2.254166667	Mus musculus	1322	Mass spectrometry
2005	lipid	2.253472222	Mus musculus	1322	Mass spectrometry
2006	lipid	2.252777778	Mus musculus	1322	Mass spectrometry
2007	lipid	2.252083333	Mus musculus	1322	Mass spectrometry
2008	lipid	2.251388889	Mus musculus	1322	Mass spectrometry
2009	lipid	2.250694444	Mus musculus	1322	Mass spectrometry
2010	lipid	54:0/e56:7	Mus musculus	1322	Mass spectrometry
2011	lipid	e56:6	Mus musculus	1322	Mass spectrometry
2012	lipid	e56:5	Mus musculus	1322	Mass spectrometry
2013	lipid	e56:4	Mus musculus	1322	Mass spectrometry
2014	lipid	e56:3	Mus musculus	1322	Mass spectrometry
2015	lipid	e56:2	Mus musculus	1322	Mass spectrometry
2016	lipid	e56:1	Mus musculus	1322	Mass spectrometry
2017	lipid	56:7/e56:0	Mus musculus	1322	Mass spectrometry
2018	lipid	2.3375	Mus musculus	1322	Mass spectrometry
2019	lipid	2.336805556	Mus musculus	1322	Mass spectrometry
2020	lipid	2.336111111	Mus musculus	1322	Mass spectrometry
2021	lipid	2.335416667	Mus musculus	1322	Mass spectrometry
2022	lipid	2.334722222	Mus musculus	1322	Mass spectrometry
2023	lipid	2.334027778	Mus musculus	1322	Mass spectrometry
2024	lipid	e58:7/56:0	Mus musculus	1322	Mass spectrometry
2025	lipid	e58:6	Mus musculus	1322	Mass spectrometry
2026	lipid	e58:5	Mus musculus	1322	Mass spectrometry
2027	lipid	e58:4	Mus musculus	1322	Mass spectrometry
2028	lipid	e58:3	Mus musculus	1322	Mass spectrometry
2029	lipid	e58:2	Mus musculus	1322	Mass spectrometry
2030	lipid	e58:1/58:8	Mus musculus	1322	Mass spectrometry
2031	lipid	58:7/e58:0	Mus musculus	1322	Mass spectrometry
2032	lipid	2.420833333	Mus musculus	1322	Mass spectrometry
2033	lipid	2.420138889	Mus musculus	1322	Mass spectrometry
2034	lipid	2.419444444	Mus musculus	1322	Mass spectrometry
2035	lipid	2.41875	Mus musculus	1322	Mass spectrometry
2036	lipid	2.418055556	Mus musculus	1322	Mass spectrometry
2037	lipid	2.417361111	Mus musculus	1322	Mass spectrometry
2038	lipid	e60:7/58:0	Mus musculus	1322	Mass spectrometry
2039	lipid	e60:6	Mus musculus	1322	Mass spectrometry
2040	lipid	e60:5	Mus musculus	1322	Mass spectrometry
2041	lipid	e60:4	Mus musculus	1322	Mass spectrometry
2042	lipid	e60:3	Mus musculus	1322	Mass spectrometry
2043	lipid	e60:2	Mus musculus	1322	Mass spectrometry
2044	lipid	60:8/e60:1	Mus musculus	1322	Mass spectrometry
2045	lipid	60:7/e60:0	Mus musculus	1322	Mass spectrometry
2046	lipid	2.504166667	Mus musculus	1322	Mass spectrometry
2047	lipid	2.503472222	Mus musculus	1322	Mass spectrometry
2048	lipid	2.502777778	Mus musculus	1322	Mass spectrometry
2049	lipid	2.502083333	Mus musculus	1322	Mass spectrometry
2050	lipid	2.501388889	Mus musculus	1322	Mass spectrometry
2051	lipid	2.500694444	Mus musculus	1322	Mass spectrometry
2052	lipid	LPC(16:1)	Mus musculus	1323	Mass spectrometry
2053	lipid	LPC(16:0)	Mus musculus	1323	Mass spectrometry
2054	lipid	LPC(18:3)	Mus musculus	1323	Mass spectrometry
2055	lipid	LPC(18:2)	Mus musculus	1323	Mass spectrometry
2056	lipid	LPC(18:1)	Mus musculus	1323	Mass spectrometry
2057	lipid	LPC(18:0)	Mus musculus	1323	Mass spectrometry
2058	lipid	LPC(20:5)	Mus musculus	1323	Mass spectrometry
2059	lipid	LPC(20:4)	Mus musculus	1323	Mass spectrometry
2060	lipid	LPC(20:3)	Mus musculus	1323	Mass spectrometry
2061	lipid	LPC(20:2)	Mus musculus	1323	Mass spectrometry
2062	lipid	LPC(20:1)	Mus musculus	1323	Mass spectrometry
2063	lipid	LPC(20:0)	Mus musculus	1323	Mass spectrometry
2064	lipid	LPC(22:6)	Mus musculus	1323	Mass spectrometry
2065	lipid	LPC(22:5)	Mus musculus	1323	Mass spectrometry
2066	lipid	PC(28:1)	Mus musculus	1323	Mass spectrometry
2067	lipid	PC(30:1)	Mus musculus	1323	Mass spectrometry
2068	lipid	PC(30:0)	Mus musculus	1323	Mass spectrometry
2069	lipid	PC(32:2)	Mus musculus	1323	Mass spectrometry
2070	lipid	PC(32:1)	Mus musculus	1323	Mass spectrometry
2071	lipid	PC(32:0)	Mus musculus	1323	Mass spectrometry
2072	lipid	PC(34:4)	Mus musculus	1323	Mass spectrometry
2073	lipid	PC(34:3)	Mus musculus	1323	Mass spectrometry
2074	lipid	PC(34:2)	Mus musculus	1323	Mass spectrometry
2075	lipid	PC(34:1)	Mus musculus	1323	Mass spectrometry
2076	lipid	PC(34:0)	Mus musculus	1323	Mass spectrometry
2077	lipid	PC(36:6)	Mus musculus	1323	Mass spectrometry
2078	lipid	PC(36:5)	Mus musculus	1323	Mass spectrometry
2079	lipid	PC(36:4)	Mus musculus	1323	Mass spectrometry
2080	lipid	PC(36:3)	Mus musculus	1323	Mass spectrometry
2081	lipid	PC(36:2)	Mus musculus	1323	Mass spectrometry
2082	lipid	PC(36:1)	Mus musculus	1323	Mass spectrometry
2083	lipid	PC(36:0)	Mus musculus	1323	Mass spectrometry
2084	lipid	PC(38:6)	Mus musculus	1323	Mass spectrometry
2085	lipid	PC(38:5)	Mus musculus	1323	Mass spectrometry
2086	lipid	PC(38:4)	Mus musculus	1323	Mass spectrometry
2087	lipid	PC(38:3)	Mus musculus	1323	Mass spectrometry
2088	lipid	PC(38:2)	Mus musculus	1323	Mass spectrometry
2089	lipid	PC(38:1)	Mus musculus	1323	Mass spectrometry
2090	lipid	PC(38:0)	Mus musculus	1323	Mass spectrometry
2091	lipid	PC(40:8)	Mus musculus	1323	Mass spectrometry
2092	lipid	PC(40:7)	Mus musculus	1323	Mass spectrometry
2093	lipid	PC(40:6)	Mus musculus	1323	Mass spectrometry
2094	lipid	PC(40:5)	Mus musculus	1323	Mass spectrometry
2095	lipid	PC(40:4)	Mus musculus	1323	Mass spectrometry
2096	lipid	PC(40:3)	Mus musculus	1323	Mass spectrometry
2097	lipid	PC(40:2)	Mus musculus	1323	Mass spectrometry
2098	lipid	PC(42:11)	Mus musculus	1323	Mass spectrometry
2099	lipid	PC(42:10)	Mus musculus	1323	Mass spectrometry
2100	lipid	PC(42:9)	Mus musculus	1323	Mass spectrometry
2101	lipid	PC(42:8)	Mus musculus	1323	Mass spectrometry
2102	lipid	PC(42:7)	Mus musculus	1323	Mass spectrometry
2103	lipid	PC(42:6)	Mus musculus	1323	Mass spectrometry
2104	lipid	PC(42:5)	Mus musculus	1323	Mass spectrometry
2105	lipid	PC(42:4)	Mus musculus	1323	Mass spectrometry
2106	lipid	PC(42:3)	Mus musculus	1323	Mass spectrometry
2107	lipid	PC(42:2)	Mus musculus	1323	Mass spectrometry
2108	lipid	PC(44:12)	Mus musculus	1323	Mass spectrometry
2109	lipid	PC(44:11)	Mus musculus	1323	Mass spectrometry
2110	lipid	PC(44:10)	Mus musculus	1323	Mass spectrometry
2111	lipid	PC(44:9)	Mus musculus	1323	Mass spectrometry
2112	lipid	PC(44:8)	Mus musculus	1323	Mass spectrometry
2113	lipid	PC(44:7)	Mus musculus	1323	Mass spectrometry
2114	lipid	PC(44:6)	Mus musculus	1323	Mass spectrometry
2115	lipid	PC(44:5)	Mus musculus	1323	Mass spectrometry
2116	lipid	PC(44:4)	Mus musculus	1323	Mass spectrometry
2117	lipid	PC(44:3)	Mus musculus	1323	Mass spectrometry
2118	lipid	PC(44:2)	Mus musculus	1323	Mass spectrometry
2119	lipid	SM(16:1)	Mus musculus	1323	Mass spectrometry
2120	lipid	SM(16:0)	Mus musculus	1323	Mass spectrometry
2121	lipid	DSM(16:0)	Mus musculus	1323	Mass spectrometry
2122	lipid	SM(18:1)	Mus musculus	1323	Mass spectrometry
2123	lipid	SM(18:0)	Mus musculus	1323	Mass spectrometry
2124	lipid	DSM(18:0)	Mus musculus	1323	Mass spectrometry
2125	lipid	SM(22:1)	Mus musculus	1323	Mass spectrometry
2126	lipid	SM(22:0)	Mus musculus	1323	Mass spectrometry
2127	lipid	DSM(22:0)	Mus musculus	1323	Mass spectrometry
2128	lipid	SM(24:1)	Mus musculus	1323	Mass spectrometry
2129	lipid	SM(24:0)	Mus musculus	1323	Mass spectrometry
2130	lipid	DSM(24:0)	Mus musculus	1323	Mass spectrometry
2131	lipid	ePC(32:3)	Mus musculus	1323	Mass spectrometry
2132	lipid	ePC(32:2)	Mus musculus	1323	Mass spectrometry
2133	lipid	ePC(32:1)	Mus musculus	1323	Mass spectrometry
2134	lipid	ePC(32:0)	Mus musculus	1323	Mass spectrometry
2135	lipid	ePC(34:4)	Mus musculus	1323	Mass spectrometry
2136	lipid	ePC(34:3)	Mus musculus	1323	Mass spectrometry
2137	lipid	ePC(34:2)	Mus musculus	1323	Mass spectrometry
2138	lipid	ePC(34:1)	Mus musculus	1323	Mass spectrometry
2139	lipid	ePC(34:0)	Mus musculus	1323	Mass spectrometry
2140	lipid	ePC(36:5)	Mus musculus	1323	Mass spectrometry
2141	lipid	ePC(36:4)	Mus musculus	1323	Mass spectrometry
2142	lipid	ePC(36:3)	Mus musculus	1323	Mass spectrometry
2143	lipid	ePC(36:2)	Mus musculus	1323	Mass spectrometry
2144	lipid	ePC(36:1)	Mus musculus	1323	Mass spectrometry
2145	lipid	ePC(36:0)	Mus musculus	1323	Mass spectrometry
2146	lipid	ePC(38:6)	Mus musculus	1323	Mass spectrometry
2147	lipid	ePC(38:5)	Mus musculus	1323	Mass spectrometry
2148	lipid	ePC(38:4)	Mus musculus	1323	Mass spectrometry
2149	lipid	ePC(38:3)	Mus musculus	1323	Mass spectrometry
2150	lipid	ePC(38:2)	Mus musculus	1323	Mass spectrometry
2151	lipid	ePC(38:1)	Mus musculus	1323	Mass spectrometry
2152	lipid	ePC(38:0)	Mus musculus	1323	Mass spectrometry
2153	lipid	ePC(40:6)	Mus musculus	1323	Mass spectrometry
2154	lipid	ePC(40:5)	Mus musculus	1323	Mass spectrometry
2155	lipid	ePC(40:4)	Mus musculus	1323	Mass spectrometry
2156	lipid	ePC(40:3)	Mus musculus	1323	Mass spectrometry
2157	lipid	ePC(40:2)	Mus musculus	1323	Mass spectrometry
2158	lipid	LPE(16:1)	Mus musculus	1323	Mass spectrometry
2159	lipid	LPE(16:0)	Mus musculus	1323	Mass spectrometry
2160	lipid	LPE(18:3)	Mus musculus	1323	Mass spectrometry
2161	lipid	LPE(18:2)	Mus musculus	1323	Mass spectrometry
2162	lipid	LPE(18:1)	Mus musculus	1323	Mass spectrometry
2163	lipid	LPE(20:5)	Mus musculus	1323	Mass spectrometry
2164	lipid	LPE(20:4)	Mus musculus	1323	Mass spectrometry
2165	lipid	LPE(20:3)	Mus musculus	1323	Mass spectrometry
2166	lipid	LPE(20:2)	Mus musculus	1323	Mass spectrometry
2167	lipid	LPE(20:1)	Mus musculus	1323	Mass spectrometry
2168	lipid	LPE(20:0)	Mus musculus	1323	Mass spectrometry
2169	lipid	LPE(22:6)	Mus musculus	1323	Mass spectrometry
2170	lipid	LPE(22:5)	Mus musculus	1323	Mass spectrometry
2171	lipid	PE(28:1)	Mus musculus	1323	Mass spectrometry
2172	lipid	PE(28:0)	Mus musculus	1323	Mass spectrometry
2173	lipid	PE(30:1)	Mus musculus	1323	Mass spectrometry
2174	lipid	PE(30:0)	Mus musculus	1323	Mass spectrometry
2175	lipid	PE(32:2)	Mus musculus	1323	Mass spectrometry
2176	lipid	PE(32:1)	Mus musculus	1323	Mass spectrometry
2177	lipid	PE(32:0)	Mus musculus	1323	Mass spectrometry
2178	lipid	PE(34:4)	Mus musculus	1323	Mass spectrometry
2179	lipid	PE(34:3)	Mus musculus	1323	Mass spectrometry
2180	lipid	PE(34:2)	Mus musculus	1323	Mass spectrometry
2181	lipid	PE(34:1)	Mus musculus	1323	Mass spectrometry
2182	lipid	PE(34:0)	Mus musculus	1323	Mass spectrometry
2183	lipid	PE(36:6)	Mus musculus	1323	Mass spectrometry
2184	lipid	PE(36:5)	Mus musculus	1323	Mass spectrometry
2185	lipid	PE(36:4)	Mus musculus	1323	Mass spectrometry
2186	lipid	PE(36:3)	Mus musculus	1323	Mass spectrometry
2187	lipid	PE(36:2)	Mus musculus	1323	Mass spectrometry
2188	lipid	PE(36:1)	Mus musculus	1323	Mass spectrometry
2189	lipid	PE(36:0)	Mus musculus	1323	Mass spectrometry
2190	lipid	PE(38:6)	Mus musculus	1323	Mass spectrometry
2191	lipid	PE(38:5)	Mus musculus	1323	Mass spectrometry
2192	lipid	PE(38:4)	Mus musculus	1323	Mass spectrometry
2193	lipid	PE(38:3)	Mus musculus	1323	Mass spectrometry
2194	lipid	PE(38:2)	Mus musculus	1323	Mass spectrometry
2195	lipid	PE(38:1)	Mus musculus	1323	Mass spectrometry
2196	lipid	PE(38:0)	Mus musculus	1323	Mass spectrometry
2197	lipid	PE(40:8)	Mus musculus	1323	Mass spectrometry
2198	lipid	PE(40:7)	Mus musculus	1323	Mass spectrometry
2199	lipid	PE(40:6)	Mus musculus	1323	Mass spectrometry
2200	lipid	PE(40:5)	Mus musculus	1323	Mass spectrometry
2201	lipid	PE(40:4)	Mus musculus	1323	Mass spectrometry
2202	lipid	PE(40:3)	Mus musculus	1323	Mass spectrometry
2203	lipid	PE(40:2)	Mus musculus	1323	Mass spectrometry
2204	lipid	PE(42:10)	Mus musculus	1323	Mass spectrometry
2205	lipid	PE(42:9)	Mus musculus	1323	Mass spectrometry
2206	lipid	PE(42:8)	Mus musculus	1323	Mass spectrometry
2207	lipid	PE(42:7)	Mus musculus	1323	Mass spectrometry
2208	lipid	PE(42:6)	Mus musculus	1323	Mass spectrometry
2209	lipid	PE(42:5)	Mus musculus	1323	Mass spectrometry
2210	lipid	PE(42:4)	Mus musculus	1323	Mass spectrometry
2211	lipid	PE(42:3)	Mus musculus	1323	Mass spectrometry
2212	lipid	PE(42:2)	Mus musculus	1323	Mass spectrometry
2213	lipid	PE(44:12)	Mus musculus	1323	Mass spectrometry
2214	lipid	PE(44:11)	Mus musculus	1323	Mass spectrometry
2215	lipid	PE(44:10)	Mus musculus	1323	Mass spectrometry
2216	lipid	PE(44:9)	Mus musculus	1323	Mass spectrometry
2217	lipid	PE(44:8)	Mus musculus	1323	Mass spectrometry
2218	lipid	PE(44:7)	Mus musculus	1323	Mass spectrometry
2219	lipid	PE(44:6)	Mus musculus	1323	Mass spectrometry
2220	lipid	PE(44:5)	Mus musculus	1323	Mass spectrometry
2221	lipid	PE(44:4)	Mus musculus	1323	Mass spectrometry
2222	lipid	PE(44:3)	Mus musculus	1323	Mass spectrometry
2223	lipid	PE(44:2)	Mus musculus	1323	Mass spectrometry
2224	lipid	PE-Cer(16:1)	Mus musculus	1323	Mass spectrometry
2225	lipid	PE-Cer(16:0)	Mus musculus	1323	Mass spectrometry
2226	lipid	PE-Cer(18:1)	Mus musculus	1323	Mass spectrometry
2227	lipid	PE-Cer(18:0)	Mus musculus	1323	Mass spectrometry
2228	lipid	PE-Cer(24:0)	Mus musculus	1323	Mass spectrometry
2229	lipid	ePE(32:3)	Mus musculus	1323	Mass spectrometry
2230	lipid	ePE(32:2)	Mus musculus	1323	Mass spectrometry
2231	lipid	ePE(32:1)	Mus musculus	1323	Mass spectrometry
2232	lipid	ePE(32:0)	Mus musculus	1323	Mass spectrometry
2233	lipid	ePE(34:4)	Mus musculus	1323	Mass spectrometry
2234	lipid	ePE(34:3)	Mus musculus	1323	Mass spectrometry
2235	lipid	ePE(34:2)	Mus musculus	1323	Mass spectrometry
2236	lipid	ePE(34:1)	Mus musculus	1323	Mass spectrometry
2237	lipid	ePE(34:0)	Mus musculus	1323	Mass spectrometry
2238	lipid	ePE(36:5)	Mus musculus	1323	Mass spectrometry
2239	lipid	ePE(36:4)	Mus musculus	1323	Mass spectrometry
2240	lipid	ePE(36:3)	Mus musculus	1323	Mass spectrometry
2241	lipid	ePE(36:2)	Mus musculus	1323	Mass spectrometry
2242	lipid	ePE(36:1)	Mus musculus	1323	Mass spectrometry
2243	lipid	ePE(36:0)	Mus musculus	1323	Mass spectrometry
2244	lipid	ePE(38:6)	Mus musculus	1323	Mass spectrometry
2245	lipid	ePE(38:5)	Mus musculus	1323	Mass spectrometry
2246	lipid	ePE(38:4)	Mus musculus	1323	Mass spectrometry
2247	lipid	ePE(38:3)	Mus musculus	1323	Mass spectrometry
2248	lipid	ePE(38:2)	Mus musculus	1323	Mass spectrometry
2249	lipid	ePE(38:1)	Mus musculus	1323	Mass spectrometry
2250	lipid	ePE(38:0)	Mus musculus	1323	Mass spectrometry
2251	lipid	ePE(40:6)	Mus musculus	1323	Mass spectrometry
2252	lipid	ePE(40:5)	Mus musculus	1323	Mass spectrometry
2253	lipid	ePE(40:4)	Mus musculus	1323	Mass spectrometry
2254	lipid	ePE(40:3)	Mus musculus	1323	Mass spectrometry
2255	lipid	ePE(40:2)	Mus musculus	1323	Mass spectrometry
2256	lipid	PI(34:4)	Mus musculus	1323	Mass spectrometry
2257	lipid	PI(34:3)	Mus musculus	1323	Mass spectrometry
2258	lipid	PI(34:2)	Mus musculus	1323	Mass spectrometry
2259	lipid	PI(34:1)	Mus musculus	1323	Mass spectrometry
2260	lipid	PI(36:6)	Mus musculus	1323	Mass spectrometry
2261	lipid	PI(36:5)	Mus musculus	1323	Mass spectrometry
2262	lipid	PI(36:4)	Mus musculus	1323	Mass spectrometry
2263	lipid	PI(36:3)	Mus musculus	1323	Mass spectrometry
2264	lipid	PI(36:2)	Mus musculus	1323	Mass spectrometry
2265	lipid	PI(36:1)	Mus musculus	1323	Mass spectrometry
2266	lipid	PI(38:6)	Mus musculus	1323	Mass spectrometry
2267	lipid	PI(38:5)	Mus musculus	1323	Mass spectrometry
2268	lipid	PI(38:4)	Mus musculus	1323	Mass spectrometry
2269	lipid	PI(38:3)	Mus musculus	1323	Mass spectrometry
2270	lipid	PI(38:2)	Mus musculus	1323	Mass spectrometry
2271	lipid	PI(38:1)	Mus musculus	1323	Mass spectrometry
2272	lipid	PI(38:0)	Mus musculus	1323	Mass spectrometry
2273	lipid	PI(40:8)	Mus musculus	1323	Mass spectrometry
2274	lipid	PI(40:7)	Mus musculus	1323	Mass spectrometry
2275	lipid	PI(40:6)	Mus musculus	1323	Mass spectrometry
2276	lipid	PI(40:5)	Mus musculus	1323	Mass spectrometry
2277	lipid	PI(40:4)	Mus musculus	1323	Mass spectrometry
2278	lipid	PI(40:3)	Mus musculus	1323	Mass spectrometry
2279	lipid	PI(40:2)	Mus musculus	1323	Mass spectrometry
2280	lipid	PI(40:1)	Mus musculus	1323	Mass spectrometry
2281	lipid	PI(40:0)	Mus musculus	1323	Mass spectrometry
2282	lipid	PI(42:10)	Mus musculus	1323	Mass spectrometry
2283	lipid	PI(42:9)	Mus musculus	1323	Mass spectrometry
2284	lipid	PI(42:8)	Mus musculus	1323	Mass spectrometry
2285	lipid	PI(42:7)	Mus musculus	1323	Mass spectrometry
2286	lipid	PI(42:6)	Mus musculus	1323	Mass spectrometry
2287	lipid	PI(42:5)	Mus musculus	1323	Mass spectrometry
2288	lipid	PI(42:4)	Mus musculus	1323	Mass spectrometry
2289	lipid	PI(42:3)	Mus musculus	1323	Mass spectrometry
2290	lipid	PI(42:2)	Mus musculus	1323	Mass spectrometry
2291	lipid	PI(44:12)	Mus musculus	1323	Mass spectrometry
2292	lipid	PI(44:11)	Mus musculus	1323	Mass spectrometry
2293	lipid	PI(44:10)	Mus musculus	1323	Mass spectrometry
2294	lipid	PI(44:9)	Mus musculus	1323	Mass spectrometry
2295	lipid	PI(44:8)	Mus musculus	1323	Mass spectrometry
2296	lipid	PI(44:7)	Mus musculus	1323	Mass spectrometry
2297	lipid	PI(44:6)	Mus musculus	1323	Mass spectrometry
2298	lipid	PI(44:5)	Mus musculus	1323	Mass spectrometry
2299	lipid	PI(44:4)	Mus musculus	1323	Mass spectrometry
2300	lipid	PI(44:3)	Mus musculus	1323	Mass spectrometry
2301	lipid	PI(44:2)	Mus musculus	1323	Mass spectrometry
2302	lipid	PS(32:1)	Mus musculus	1323	Mass spectrometry
2303	lipid	PS(32:0)	Mus musculus	1323	Mass spectrometry
2304	lipid	PS(34:4)	Mus musculus	1323	Mass spectrometry
2305	lipid	PS(34:3)	Mus musculus	1323	Mass spectrometry
2306	lipid	PS(34:2)	Mus musculus	1323	Mass spectrometry
2307	lipid	PS(34:1)	Mus musculus	1323	Mass spectrometry
2308	lipid	PS(34:0)	Mus musculus	1323	Mass spectrometry
2309	lipid	PS(36:6)	Mus musculus	1323	Mass spectrometry
2310	lipid	PS(36:5)	Mus musculus	1323	Mass spectrometry
2311	lipid	PS(36:4)	Mus musculus	1323	Mass spectrometry
2312	lipid	PS(36:3)	Mus musculus	1323	Mass spectrometry
2313	lipid	PS(36:2)	Mus musculus	1323	Mass spectrometry
2314	lipid	PS(36:1)	Mus musculus	1323	Mass spectrometry
2315	lipid	PS(36:0)	Mus musculus	1323	Mass spectrometry
2316	lipid	PS(38:7)	Mus musculus	1323	Mass spectrometry
2317	lipid	PS(38:6)	Mus musculus	1323	Mass spectrometry
2318	lipid	PS(38:5)	Mus musculus	1323	Mass spectrometry
2319	lipid	PS(38:4)	Mus musculus	1323	Mass spectrometry
2320	lipid	PS(38:3)	Mus musculus	1323	Mass spectrometry
2321	lipid	PS(38:2)	Mus musculus	1323	Mass spectrometry
2322	lipid	PS(38:1)	Mus musculus	1323	Mass spectrometry
2323	lipid	PS(38:0)	Mus musculus	1323	Mass spectrometry
2324	lipid	PS(40:8)	Mus musculus	1323	Mass spectrometry
2325	lipid	PS(40:7)	Mus musculus	1323	Mass spectrometry
2326	lipid	PS(40:6)	Mus musculus	1323	Mass spectrometry
2327	lipid	PS(40:5)	Mus musculus	1323	Mass spectrometry
2328	lipid	PS(40:4)	Mus musculus	1323	Mass spectrometry
2329	lipid	PS(40:3)	Mus musculus	1323	Mass spectrometry
2330	lipid	PS(40:2)	Mus musculus	1323	Mass spectrometry
2331	lipid	PS(40:1)	Mus musculus	1323	Mass spectrometry
2332	lipid	PS(42:11)	Mus musculus	1323	Mass spectrometry
2333	lipid	PS(42:10)	Mus musculus	1323	Mass spectrometry
2334	lipid	PS(42:9)	Mus musculus	1323	Mass spectrometry
2335	lipid	PS(42:8)	Mus musculus	1323	Mass spectrometry
2336	lipid	PS(42:7)	Mus musculus	1323	Mass spectrometry
2337	lipid	PS(42:6)	Mus musculus	1323	Mass spectrometry
2338	lipid	PS(42:5)	Mus musculus	1323	Mass spectrometry
