CONTENT ID	CONTENT TYPE	LIPID ID	SPECIES	EXPERIMENT ID	METHODS
2339	lipid	PS(44:12)	Mus musculus	1323	Mass spectrometry
2340	lipid	PS(44:11)	Mus musculus	1323	Mass spectrometry
2341	lipid	PS(44:10)	Mus musculus	1323	Mass spectrometry
2342	lipid	PS(44:9)	Mus musculus	1323	Mass spectrometry
2343	lipid	PS(44:8)	Mus musculus	1323	Mass spectrometry
2344	lipid	PS(44:7)	Mus musculus	1323	Mass spectrometry
2345	lipid	PS(44:6)	Mus musculus	1323	Mass spectrometry
2346	lipid	PS(44:5)	Mus musculus	1323	Mass spectrometry
2347	lipid	PS(44:4)	Mus musculus	1323	Mass spectrometry
2348	lipid	PS(44:3)	Mus musculus	1323	Mass spectrometry
2349	lipid	PS(44:2)	Mus musculus	1323	Mass spectrometry
2350	lipid	ePS(34:2)	Mus musculus	1323	Mass spectrometry
2351	lipid	ePS(34:1)	Mus musculus	1323	Mass spectrometry
2352	lipid	ePS(36:3)	Mus musculus	1323	Mass spectrometry
2353	lipid	ePS(36:2)	Mus musculus	1323	Mass spectrometry
2354	lipid	ePS(36:1)	Mus musculus	1323	Mass spectrometry
2355	lipid	ePS(36:0)	Mus musculus	1323	Mass spectrometry
2356	lipid	ePS(38:6)	Mus musculus	1323	Mass spectrometry
2357	lipid	ePS(38:5)	Mus musculus	1323	Mass spectrometry
2358	lipid	ePS(38:4)	Mus musculus	1323	Mass spectrometry
2359	lipid	ePS(38:3)	Mus musculus	1323	Mass spectrometry
2360	lipid	ePS(38:2)	Mus musculus	1323	Mass spectrometry
2361	lipid	ePS(38:1)	Mus musculus	1323	Mass spectrometry
2362	lipid	ePS(40:5)	Mus musculus	1323	Mass spectrometry
2363	lipid	ePS(40:4)	Mus musculus	1323	Mass spectrometry
2364	lipid	ePS(40:3)	Mus musculus	1323	Mass spectrometry
2365	lipid	ePS(40:2)	Mus musculus	1323	Mass spectrometry
2366	lipid	PA(32:4)	Mus musculus	1323	Mass spectrometry
2367	lipid	PA(32:3)	Mus musculus	1323	Mass spectrometry
2368	lipid	PA(32:2)	Mus musculus	1323	Mass spectrometry
2369	lipid	PA(32:1)	Mus musculus	1323	Mass spectrometry
2370	lipid	PA(32:0)	Mus musculus	1323	Mass spectrometry
2371	lipid	PA(34:4)	Mus musculus	1323	Mass spectrometry
2372	lipid	PA(34:3)	Mus musculus	1323	Mass spectrometry
2373	lipid	PA(34:2)	Mus musculus	1323	Mass spectrometry
2374	lipid	PA(34:1)	Mus musculus	1323	Mass spectrometry
2375	lipid	PA(36:6)	Mus musculus	1323	Mass spectrometry
2376	lipid	PA(36:5)	Mus musculus	1323	Mass spectrometry
2377	lipid	PA(36:4)	Mus musculus	1323	Mass spectrometry
2378	lipid	PA(36:3)	Mus musculus	1323	Mass spectrometry
2379	lipid	PA(36:2)	Mus musculus	1323	Mass spectrometry
2380	lipid	PA(38:6)	Mus musculus	1323	Mass spectrometry
2381	lipid	PA(38:5)	Mus musculus	1323	Mass spectrometry
2382	lipid	PA(38:4)	Mus musculus	1323	Mass spectrometry
2383	lipid	PA(38:3)	Mus musculus	1323	Mass spectrometry
2384	lipid	PA(38:2)	Mus musculus	1323	Mass spectrometry
2385	lipid	PA(40:7)	Mus musculus	1323	Mass spectrometry
2386	lipid	PA(40:6)	Mus musculus	1323	Mass spectrometry
2387	lipid	PA(40:5)	Mus musculus	1323	Mass spectrometry
2388	lipid	PG(30:1)	Mus musculus	1323	Mass spectrometry
2389	lipid	PG(30:0)	Mus musculus	1323	Mass spectrometry
2390	lipid	PG(32:2)	Mus musculus	1323	Mass spectrometry
2391	lipid	PG(32:1)	Mus musculus	1323	Mass spectrometry
2392	lipid	PG(32:0)	Mus musculus	1323	Mass spectrometry
2393	lipid	PG(34:4)	Mus musculus	1323	Mass spectrometry
2394	lipid	PG(34:3)	Mus musculus	1323	Mass spectrometry
2395	lipid	PG(34:2)	Mus musculus	1323	Mass spectrometry
2396	lipid	PG(34:1)	Mus musculus	1323	Mass spectrometry
2397	lipid	PG(34:0)	Mus musculus	1323	Mass spectrometry
2398	lipid	PG(36:4)	Mus musculus	1323	Mass spectrometry
2399	lipid	PG(36:3)	Mus musculus	1323	Mass spectrometry
2400	lipid	PG(36:2)	Mus musculus	1323	Mass spectrometry
2401	lipid	PG(36:1)	Mus musculus	1323	Mass spectrometry
2402	lipid	PG(38:6)	Mus musculus	1323	Mass spectrometry
2403	lipid	PG(38:5)	Mus musculus	1323	Mass spectrometry
2404	lipid	14:0/16:1	Mus musculus	1323	Mass spectrometry
2405	lipid	16:0/14:1	Mus musculus	1323	Mass spectrometry
2406	lipid	14:0/16:0	Mus musculus	1323	Mass spectrometry
2407	lipid	16:0/16:1	Mus musculus	1323	Mass spectrometry
2408	lipid	16:0/16:0	Mus musculus	1323	Mass spectrometry
2409	lipid	18:3/16:1	Mus musculus	1323	Mass spectrometry
2410	lipid	14:0/20:4	Mus musculus	1323	Mass spectrometry
2411	lipid	14:1/20:3	Mus musculus	1323	Mass spectrometry
2412	lipid	18:3/16:0	Mus musculus	1323	Mass spectrometry
2413	lipid	18:2/16:1	Mus musculus	1323	Mass spectrometry
2414	lipid	14:0/20:3	Mus musculus	1323	Mass spectrometry
2415	lipid	18:2/16:0	Mus musculus	1323	Mass spectrometry
2416	lipid	18:1/16:1	Mus musculus	1323	Mass spectrometry
2417	lipid	18:1/16:0	Mus musculus	1323	Mass spectrometry
2418	lipid	18:0/16:1	Mus musculus	1323	Mass spectrometry
2419	lipid	18:3/18:3	Mus musculus	1323	Mass spectrometry
2420	lipid	16:1/20:5	Mus musculus	1323	Mass spectrometry
2421	lipid	18:3/18:2	Mus musculus	1323	Mass spectrometry
2422	lipid	16:0/20:5	Mus musculus	1323	Mass spectrometry
2423	lipid	16:1/20:4	Mus musculus	1323	Mass spectrometry
2424	lipid	18:3/18:1	Mus musculus	1323	Mass spectrometry
2425	lipid	18:2/18:2	Mus musculus	1323	Mass spectrometry
2426	lipid	16:0/20:4	Mus musculus	1323	Mass spectrometry
2427	lipid	16:1/20:3	Mus musculus	1323	Mass spectrometry
2428	lipid	18:3/18:0	Mus musculus	1323	Mass spectrometry
2429	lipid	18:2/18:1	Mus musculus	1323	Mass spectrometry
2430	lipid	16:0/20:3	Mus musculus	1323	Mass spectrometry
2431	lipid	16:1/20:2	Mus musculus	1323	Mass spectrometry
2432	lipid	18:2/18:0	Mus musculus	1323	Mass spectrometry
2433	lipid	18:1/18:1	Mus musculus	1323	Mass spectrometry
2434	lipid	16:0/20:2	Mus musculus	1323	Mass spectrometry
2435	lipid	18:1/18:0	Mus musculus	1323	Mass spectrometry
2436	lipid	18:2/20:5	Mus musculus	1323	Mass spectrometry
2437	lipid	18:3/20:4	Mus musculus	1323	Mass spectrometry
2438	lipid	18:1/20:5	Mus musculus	1323	Mass spectrometry
2439	lipid	18:2/20:4	Mus musculus	1323	Mass spectrometry
2440	lipid	16:0/22:6	Mus musculus	1323	Mass spectrometry
2441	lipid	16:1/22:5	Mus musculus	1323	Mass spectrometry
2442	lipid	18:0/20:5	Mus musculus	1323	Mass spectrometry
2443	lipid	18:1/20:4	Mus musculus	1323	Mass spectrometry
2444	lipid	18:2/20:3	Mus musculus	1323	Mass spectrometry
2445	lipid	18:3/20:2	Mus musculus	1323	Mass spectrometry
2446	lipid	16:0/22:5	Mus musculus	1323	Mass spectrometry
2447	lipid	16:1/22:4	Mus musculus	1323	Mass spectrometry
2448	lipid	18:0/20:4	Mus musculus	1323	Mass spectrometry
2449	lipid	18:1/20:3	Mus musculus	1323	Mass spectrometry
2450	lipid	16:0/22:4	Mus musculus	1323	Mass spectrometry
2451	lipid	18:0/20:3	Mus musculus	1323	Mass spectrometry
2452	lipid	18:1/20:2	Mus musculus	1323	Mass spectrometry
2453	lipid	18:1/22:6	Mus musculus	1323	Mass spectrometry
2454	lipid	18:2/22:5	Mus musculus	1323	Mass spectrometry
2455	lipid	18:3/22:4	Mus musculus	1323	Mass spectrometry
2456	lipid	20:2/20:5	Mus musculus	1323	Mass spectrometry
2457	lipid	20:3/20:4	Mus musculus	1323	Mass spectrometry
2458	lipid	18:0/22:6	Mus musculus	1323	Mass spectrometry
2459	lipid	18:1/22:5	Mus musculus	1323	Mass spectrometry
2460	lipid	18:2/22:4	Mus musculus	1323	Mass spectrometry
2461	lipid	20:2/20:4	Mus musculus	1323	Mass spectrometry
2462	lipid	20:3/20:3	Mus musculus	1323	Mass spectrometry
2463	lipid	18:0/22:5	Mus musculus	1323	Mass spectrometry
2464	lipid	18:1/22:4	Mus musculus	1323	Mass spectrometry
2465	lipid	20:2/20:3	Mus musculus	1323	Mass spectrometry
2466	lipid	1.834722222	Mus musculus	1323	Mass spectrometry
2467	lipid	1.834027778	Mus musculus	1323	Mass spectrometry
2468	lipid	1.833333333	Mus musculus	1323	Mass spectrometry
2469	lipid	e46:3	Mus musculus	1323	Mass spectrometry
2470	lipid	e46:2	Mus musculus	1323	Mass spectrometry
2471	lipid	e46:1	Mus musculus	1323	Mass spectrometry
2472	lipid	e46:0	Mus musculus	1323	Mass spectrometry
2473	lipid	1.91875	Mus musculus	1323	Mass spectrometry
2474	lipid	1.918055556	Mus musculus	1323	Mass spectrometry
2475	lipid	1.917361111	Mus musculus	1323	Mass spectrometry
2476	lipid	1.916666667	Mus musculus	1323	Mass spectrometry
2477	lipid	e48:4	Mus musculus	1323	Mass spectrometry
2478	lipid	e48:3	Mus musculus	1323	Mass spectrometry
2479	lipid	e48:2	Mus musculus	1323	Mass spectrometry
2480	lipid	e48:1	Mus musculus	1323	Mass spectrometry
2481	lipid	e48:0	Mus musculus	1323	Mass spectrometry
2482	lipid	2.002777778	Mus musculus	1323	Mass spectrometry
2483	lipid	2.002083333	Mus musculus	1323	Mass spectrometry
2484	lipid	2.001388889	Mus musculus	1323	Mass spectrometry
2485	lipid	2.000694444	Mus musculus	1323	Mass spectrometry
2486	lipid	2	Mus musculus	1323	Mass spectrometry
2487	lipid	e50:4	Mus musculus	1323	Mass spectrometry
2488	lipid	e50:3	Mus musculus	1323	Mass spectrometry
2489	lipid	e50:2	Mus musculus	1323	Mass spectrometry
2490	lipid	e50:1	Mus musculus	1323	Mass spectrometry
2491	lipid	e50:0	Mus musculus	1323	Mass spectrometry
2492	lipid	2.086111111	Mus musculus	1323	Mass spectrometry
2493	lipid	2.085416667	Mus musculus	1323	Mass spectrometry
2494	lipid	2.084722222	Mus musculus	1323	Mass spectrometry
2495	lipid	2.084027778	Mus musculus	1323	Mass spectrometry
2496	lipid	2.083333333	Mus musculus	1323	Mass spectrometry
2497	lipid	e52:5	Mus musculus	1323	Mass spectrometry
2498	lipid	e52:4	Mus musculus	1323	Mass spectrometry
2499	lipid	e52:3	Mus musculus	1323	Mass spectrometry
2500	lipid	e52:2	Mus musculus	1323	Mass spectrometry
2501	lipid	e52:1	Mus musculus	1323	Mass spectrometry
2502	lipid	e52:0	Mus musculus	1323	Mass spectrometry
2503	lipid	2.170833333	Mus musculus	1323	Mass spectrometry
2504	lipid	2.170138889	Mus musculus	1323	Mass spectrometry
2505	lipid	2.169444444	Mus musculus	1323	Mass spectrometry
2506	lipid	2.16875	Mus musculus	1323	Mass spectrometry
2507	lipid	2.168055556	Mus musculus	1323	Mass spectrometry
2508	lipid	2.167361111	Mus musculus	1323	Mass spectrometry
2509	lipid	52:0/e54:7	Mus musculus	1323	Mass spectrometry
2510	lipid	e54:6	Mus musculus	1323	Mass spectrometry
2511	lipid	e54:5	Mus musculus	1323	Mass spectrometry
2512	lipid	e54:4	Mus musculus	1323	Mass spectrometry
2513	lipid	e54:3	Mus musculus	1323	Mass spectrometry
2514	lipid	e54:2	Mus musculus	1323	Mass spectrometry
2515	lipid	e54:1	Mus musculus	1323	Mass spectrometry
2516	lipid	54:7/e54:0	Mus musculus	1323	Mass spectrometry
2517	lipid	2.254166667	Mus musculus	1323	Mass spectrometry
2518	lipid	2.253472222	Mus musculus	1323	Mass spectrometry
2519	lipid	2.252777778	Mus musculus	1323	Mass spectrometry
2520	lipid	2.252083333	Mus musculus	1323	Mass spectrometry
2521	lipid	2.251388889	Mus musculus	1323	Mass spectrometry
2522	lipid	2.250694444	Mus musculus	1323	Mass spectrometry
2523	lipid	54:0/e56:7	Mus musculus	1323	Mass spectrometry
2524	lipid	e56:6	Mus musculus	1323	Mass spectrometry
2525	lipid	e56:5	Mus musculus	1323	Mass spectrometry
2526	lipid	e56:4	Mus musculus	1323	Mass spectrometry
2527	lipid	e56:3	Mus musculus	1323	Mass spectrometry
2528	lipid	e56:2	Mus musculus	1323	Mass spectrometry
2529	lipid	e56:1	Mus musculus	1323	Mass spectrometry
2530	lipid	56:7/e56:0	Mus musculus	1323	Mass spectrometry
2531	lipid	2.3375	Mus musculus	1323	Mass spectrometry
2532	lipid	2.336805556	Mus musculus	1323	Mass spectrometry
2533	lipid	2.336111111	Mus musculus	1323	Mass spectrometry
2534	lipid	2.335416667	Mus musculus	1323	Mass spectrometry
2535	lipid	2.334722222	Mus musculus	1323	Mass spectrometry
2536	lipid	2.334027778	Mus musculus	1323	Mass spectrometry
2537	lipid	e58:7/56:0	Mus musculus	1323	Mass spectrometry
2538	lipid	e58:6	Mus musculus	1323	Mass spectrometry
2539	lipid	e58:5	Mus musculus	1323	Mass spectrometry
2540	lipid	e58:4	Mus musculus	1323	Mass spectrometry
2541	lipid	e58:3	Mus musculus	1323	Mass spectrometry
2542	lipid	e58:2	Mus musculus	1323	Mass spectrometry
2543	lipid	e58:1/58:8	Mus musculus	1323	Mass spectrometry
2544	lipid	58:7/e58:0	Mus musculus	1323	Mass spectrometry
2545	lipid	2.420833333	Mus musculus	1323	Mass spectrometry
2546	lipid	2.420138889	Mus musculus	1323	Mass spectrometry
2547	lipid	2.419444444	Mus musculus	1323	Mass spectrometry
2548	lipid	2.41875	Mus musculus	1323	Mass spectrometry
2549	lipid	2.418055556	Mus musculus	1323	Mass spectrometry
2550	lipid	2.417361111	Mus musculus	1323	Mass spectrometry
2551	lipid	e60:7/58:0	Mus musculus	1323	Mass spectrometry
2552	lipid	e60:6	Mus musculus	1323	Mass spectrometry
2553	lipid	e60:5	Mus musculus	1323	Mass spectrometry
2554	lipid	e60:4	Mus musculus	1323	Mass spectrometry
2555	lipid	e60:3	Mus musculus	1323	Mass spectrometry
2556	lipid	e60:2	Mus musculus	1323	Mass spectrometry
2557	lipid	60:8/e60:1	Mus musculus	1323	Mass spectrometry
2558	lipid	60:7/e60:0	Mus musculus	1323	Mass spectrometry
2559	lipid	2.504166667	Mus musculus	1323	Mass spectrometry
2560	lipid	2.503472222	Mus musculus	1323	Mass spectrometry
2561	lipid	2.502777778	Mus musculus	1323	Mass spectrometry
2562	lipid	2.502083333	Mus musculus	1323	Mass spectrometry
2563	lipid	2.501388889	Mus musculus	1323	Mass spectrometry
2564	lipid	2.500694444	Mus musculus	1323	Mass spectrometry
2565	lipid	LPC(16:1)	Mus musculus	1327	Mass spectrometry
2566	lipid	LPC(16:0)	Mus musculus	1327	Mass spectrometry
2567	lipid	LPC(18:3)	Mus musculus	1327	Mass spectrometry
2568	lipid	LPC(18:2)	Mus musculus	1327	Mass spectrometry
2569	lipid	LPC(18:1)	Mus musculus	1327	Mass spectrometry
2570	lipid	LPC(18:0)	Mus musculus	1327	Mass spectrometry
2571	lipid	LPC(20:5)	Mus musculus	1327	Mass spectrometry
2572	lipid	LPC(20:4)	Mus musculus	1327	Mass spectrometry
2573	lipid	LPC(20:3)	Mus musculus	1327	Mass spectrometry
2574	lipid	LPC(20:2)	Mus musculus	1327	Mass spectrometry
2575	lipid	LPC(20:1)	Mus musculus	1327	Mass spectrometry
2576	lipid	LPC(20:0)	Mus musculus	1327	Mass spectrometry
2577	lipid	LPC(22:6)	Mus musculus	1327	Mass spectrometry
2578	lipid	LPC(22:5)	Mus musculus	1327	Mass spectrometry
2579	lipid	PC(28:1)	Mus musculus	1327	Mass spectrometry
2580	lipid	PC(30:1)	Mus musculus	1327	Mass spectrometry
2581	lipid	PC(30:0)	Mus musculus	1327	Mass spectrometry
2582	lipid	PC(32:2)	Mus musculus	1327	Mass spectrometry
2583	lipid	PC(32:1)	Mus musculus	1327	Mass spectrometry
2584	lipid	PC(32:0)	Mus musculus	1327	Mass spectrometry
2585	lipid	PC(34:4)	Mus musculus	1327	Mass spectrometry
2586	lipid	PC(34:3)	Mus musculus	1327	Mass spectrometry
2587	lipid	PC(34:2)	Mus musculus	1327	Mass spectrometry
2588	lipid	PC(34:1)	Mus musculus	1327	Mass spectrometry
2589	lipid	PC(34:0)	Mus musculus	1327	Mass spectrometry
2590	lipid	PC(36:6)	Mus musculus	1327	Mass spectrometry
2591	lipid	PC(36:5)	Mus musculus	1327	Mass spectrometry
2592	lipid	PC(36:4)	Mus musculus	1327	Mass spectrometry
2593	lipid	PC(36:3)	Mus musculus	1327	Mass spectrometry
2594	lipid	PC(36:2)	Mus musculus	1327	Mass spectrometry
2595	lipid	PC(36:1)	Mus musculus	1327	Mass spectrometry
2596	lipid	PC(36:0)	Mus musculus	1327	Mass spectrometry
2597	lipid	PC(38:6)	Mus musculus	1327	Mass spectrometry
2598	lipid	PC(38:5)	Mus musculus	1327	Mass spectrometry
2599	lipid	PC(38:4)	Mus musculus	1327	Mass spectrometry
2600	lipid	PC(38:3)	Mus musculus	1327	Mass spectrometry
2601	lipid	PC(38:2)	Mus musculus	1327	Mass spectrometry
2602	lipid	PC(38:1)	Mus musculus	1327	Mass spectrometry
2603	lipid	PC(38:0)	Mus musculus	1327	Mass spectrometry
2604	lipid	PC(40:8)	Mus musculus	1327	Mass spectrometry
2605	lipid	PC(40:7)	Mus musculus	1327	Mass spectrometry
2606	lipid	PC(40:6)	Mus musculus	1327	Mass spectrometry
2607	lipid	PC(40:5)	Mus musculus	1327	Mass spectrometry
2608	lipid	PC(40:4)	Mus musculus	1327	Mass spectrometry
2609	lipid	PC(40:3)	Mus musculus	1327	Mass spectrometry
2610	lipid	PC(40:2)	Mus musculus	1327	Mass spectrometry
2611	lipid	PC(42:11)	Mus musculus	1327	Mass spectrometry
2612	lipid	PC(42:10)	Mus musculus	1327	Mass spectrometry
2613	lipid	PC(42:9)	Mus musculus	1327	Mass spectrometry
2614	lipid	PC(42:8)	Mus musculus	1327	Mass spectrometry
2615	lipid	PC(42:7)	Mus musculus	1327	Mass spectrometry
2616	lipid	PC(42:6)	Mus musculus	1327	Mass spectrometry
2617	lipid	PC(42:5)	Mus musculus	1327	Mass spectrometry
2618	lipid	PC(42:4)	Mus musculus	1327	Mass spectrometry
2619	lipid	PC(42:3)	Mus musculus	1327	Mass spectrometry
2620	lipid	PC(42:2)	Mus musculus	1327	Mass spectrometry
2621	lipid	PC(44:12)	Mus musculus	1327	Mass spectrometry
2622	lipid	PC(44:11)	Mus musculus	1327	Mass spectrometry
2623	lipid	PC(44:10)	Mus musculus	1327	Mass spectrometry
2624	lipid	PC(44:9)	Mus musculus	1327	Mass spectrometry
2625	lipid	PC(44:8)	Mus musculus	1327	Mass spectrometry
2626	lipid	PC(44:7)	Mus musculus	1327	Mass spectrometry
2627	lipid	PC(44:6)	Mus musculus	1327	Mass spectrometry
2628	lipid	PC(44:5)	Mus musculus	1327	Mass spectrometry
2629	lipid	PC(44:4)	Mus musculus	1327	Mass spectrometry
2630	lipid	PC(44:3)	Mus musculus	1327	Mass spectrometry
2631	lipid	PC(44:2)	Mus musculus	1327	Mass spectrometry
2632	lipid	SM(16:1)	Mus musculus	1327	Mass spectrometry
2633	lipid	SM(16:0)	Mus musculus	1327	Mass spectrometry
2634	lipid	DSM(16:0)	Mus musculus	1327	Mass spectrometry
2635	lipid	SM(18:1)	Mus musculus	1327	Mass spectrometry
2636	lipid	SM(18:0)	Mus musculus	1327	Mass spectrometry
2637	lipid	DSM(18:0)	Mus musculus	1327	Mass spectrometry
2638	lipid	SM(22:1)	Mus musculus	1327	Mass spectrometry
2639	lipid	SM(22:0)	Mus musculus	1327	Mass spectrometry
2640	lipid	DSM(22:0)	Mus musculus	1327	Mass spectrometry
2641	lipid	SM(24:1)	Mus musculus	1327	Mass spectrometry
2642	lipid	SM(24:0)	Mus musculus	1327	Mass spectrometry
2643	lipid	DSM(24:0)	Mus musculus	1327	Mass spectrometry
2644	lipid	ePC(32:3)	Mus musculus	1327	Mass spectrometry
2645	lipid	ePC(32:2)	Mus musculus	1327	Mass spectrometry
2646	lipid	ePC(32:1)	Mus musculus	1327	Mass spectrometry
2647	lipid	ePC(32:0)	Mus musculus	1327	Mass spectrometry
2648	lipid	ePC(34:4)	Mus musculus	1327	Mass spectrometry
2649	lipid	ePC(34:3)	Mus musculus	1327	Mass spectrometry
2650	lipid	ePC(34:2)	Mus musculus	1327	Mass spectrometry
2651	lipid	ePC(34:1)	Mus musculus	1327	Mass spectrometry
2652	lipid	ePC(34:0)	Mus musculus	1327	Mass spectrometry
2653	lipid	ePC(36:5)	Mus musculus	1327	Mass spectrometry
2654	lipid	ePC(36:4)	Mus musculus	1327	Mass spectrometry
2655	lipid	ePC(36:3)	Mus musculus	1327	Mass spectrometry
2656	lipid	ePC(36:2)	Mus musculus	1327	Mass spectrometry
2657	lipid	ePC(36:1)	Mus musculus	1327	Mass spectrometry
2658	lipid	ePC(36:0)	Mus musculus	1327	Mass spectrometry
2659	lipid	ePC(38:6)	Mus musculus	1327	Mass spectrometry
2660	lipid	ePC(38:5)	Mus musculus	1327	Mass spectrometry
2661	lipid	ePC(38:4)	Mus musculus	1327	Mass spectrometry
2662	lipid	ePC(38:3)	Mus musculus	1327	Mass spectrometry
2663	lipid	ePC(38:2)	Mus musculus	1327	Mass spectrometry
2664	lipid	ePC(38:1)	Mus musculus	1327	Mass spectrometry
2665	lipid	ePC(38:0)	Mus musculus	1327	Mass spectrometry
2666	lipid	ePC(40:6)	Mus musculus	1327	Mass spectrometry
2667	lipid	ePC(40:5)	Mus musculus	1327	Mass spectrometry
2668	lipid	ePC(40:4)	Mus musculus	1327	Mass spectrometry
2669	lipid	ePC(40:3)	Mus musculus	1327	Mass spectrometry
2670	lipid	ePC(40:2)	Mus musculus	1327	Mass spectrometry
2671	lipid	LPE(16:1)	Mus musculus	1327	Mass spectrometry
2672	lipid	LPE(16:0)	Mus musculus	1327	Mass spectrometry
2673	lipid	LPE(18:3)	Mus musculus	1327	Mass spectrometry
2674	lipid	LPE(18:2)	Mus musculus	1327	Mass spectrometry
2675	lipid	LPE(18:1)	Mus musculus	1327	Mass spectrometry
2676	lipid	LPE(20:5)	Mus musculus	1327	Mass spectrometry
2677	lipid	LPE(20:4)	Mus musculus	1327	Mass spectrometry
2678	lipid	LPE(20:3)	Mus musculus	1327	Mass spectrometry
2679	lipid	LPE(20:2)	Mus musculus	1327	Mass spectrometry
2680	lipid	LPE(20:1)	Mus musculus	1327	Mass spectrometry
2681	lipid	LPE(20:0)	Mus musculus	1327	Mass spectrometry
2682	lipid	LPE(22:6)	Mus musculus	1327	Mass spectrometry
2683	lipid	LPE(22:5)	Mus musculus	1327	Mass spectrometry
2684	lipid	PE(28:1)	Mus musculus	1327	Mass spectrometry
2685	lipid	PE(28:0)	Mus musculus	1327	Mass spectrometry
2686	lipid	PE(30:1)	Mus musculus	1327	Mass spectrometry
2687	lipid	PE(30:0)	Mus musculus	1327	Mass spectrometry
2688	lipid	PE(32:2)	Mus musculus	1327	Mass spectrometry
2689	lipid	PE(32:1)	Mus musculus	1327	Mass spectrometry
2690	lipid	PE(32:0)	Mus musculus	1327	Mass spectrometry
2691	lipid	PE(34:4)	Mus musculus	1327	Mass spectrometry
2692	lipid	PE(34:3)	Mus musculus	1327	Mass spectrometry
2693	lipid	PE(34:2)	Mus musculus	1327	Mass spectrometry
2694	lipid	PE(34:1)	Mus musculus	1327	Mass spectrometry
2695	lipid	PE(34:0)	Mus musculus	1327	Mass spectrometry
2696	lipid	PE(36:6)	Mus musculus	1327	Mass spectrometry
2697	lipid	PE(36:5)	Mus musculus	1327	Mass spectrometry
2698	lipid	PE(36:4)	Mus musculus	1327	Mass spectrometry
2699	lipid	PE(36:3)	Mus musculus	1327	Mass spectrometry
2700	lipid	PE(36:2)	Mus musculus	1327	Mass spectrometry
2701	lipid	PE(36:1)	Mus musculus	1327	Mass spectrometry
2702	lipid	PE(36:0)	Mus musculus	1327	Mass spectrometry
2703	lipid	PE(38:6)	Mus musculus	1327	Mass spectrometry
2704	lipid	PE(38:5)	Mus musculus	1327	Mass spectrometry
2705	lipid	PE(38:4)	Mus musculus	1327	Mass spectrometry
2706	lipid	PE(38:3)	Mus musculus	1327	Mass spectrometry
2707	lipid	PE(38:2)	Mus musculus	1327	Mass spectrometry
2708	lipid	PE(38:1)	Mus musculus	1327	Mass spectrometry
2709	lipid	PE(38:0)	Mus musculus	1327	Mass spectrometry
2710	lipid	PE(40:8)	Mus musculus	1327	Mass spectrometry
2711	lipid	PE(40:7)	Mus musculus	1327	Mass spectrometry
2712	lipid	PE(40:6)	Mus musculus	1327	Mass spectrometry
2713	lipid	PE(40:5)	Mus musculus	1327	Mass spectrometry
2714	lipid	PE(40:4)	Mus musculus	1327	Mass spectrometry
2715	lipid	PE(40:3)	Mus musculus	1327	Mass spectrometry
2716	lipid	PE(40:2)	Mus musculus	1327	Mass spectrometry
2717	lipid	PE(42:10)	Mus musculus	1327	Mass spectrometry
2718	lipid	PE(42:9)	Mus musculus	1327	Mass spectrometry
2719	lipid	PE(42:8)	Mus musculus	1327	Mass spectrometry
2720	lipid	PE(42:7)	Mus musculus	1327	Mass spectrometry
2721	lipid	PE(42:6)	Mus musculus	1327	Mass spectrometry
2722	lipid	PE(42:5)	Mus musculus	1327	Mass spectrometry
2723	lipid	PE(42:4)	Mus musculus	1327	Mass spectrometry
2724	lipid	PE(42:3)	Mus musculus	1327	Mass spectrometry
